"x","y"
3.0251256281407,0.683507014483627
3.06030150753769,0.697760138941622
3.09547738693467,0.722852484587427
3.13065326633166,0.758964514110831
3.16582914572864,0.806153992450628
3.20100502512563,0.864354925651758
3.23618090452261,0.933377876120761
3.2713567839196,1.01291165131889
3.30653266331658,1.1025263476505
3.34170854271357,1.20167771622496
3.37688442211055,1.30971280246103
3.41206030150754,1.42587679732703
3.44723618090452,1.5493210245264
3.48241206030151,1.67911197529534
3.51758793969849,1.8142412908192
3.55276381909548,1.95363658172558
3.58793969849246,2.09617296479305
3.62311557788945,2.24068518902806
3.65829145728643,2.38598021669824
3.69346733668342,2.5308501198406
3.7286432160804,2.6740851492448
3.76381909547739,2.81448683098391
3.79899497487437,2.95088094524875
3.83417085427136,3.08213024354136
3.86934673366834,3.2071467631836
3.90452261306533,3.32490360256555
3.93969849246231,3.43444602654659
3.9748743718593,3.53490177886234
4.01005025125628,3.62549048720055
4.04522613065327,3.70553205669064
4.08040201005025,3.77445395879274
4.11557788944724,3.83179733484727
4.15075376884422,3.87722184671975
4.18592964824121,3.91050922089983
4.22110552763819,3.93156544693484
4.25628140703518,3.9404216060337
4.29145728643216,3.93723332090191
4.32663316582915,3.92227883319132
4.36180904522613,3.89595573020082
4.39698492462312,3.85877635747534
4.4321608040201,3.81136196855345
4.46733668341709,3.75443567714667
4.50251256281407,3.68881429033977
4.53768844221106,3.61539911383298
4.57286432160804,3.53516583166544
4.60804020100502,3.44915357313841
4.64321608040201,3.35845328868123
4.678391959799,3.26419556407273
4.71356783919598,3.16753800866153
4.74874371859296,3.06965235794876
4.78391959798995,2.9717114340566
4.81909547738693,2.87487610916787
4.85427135678392,2.78028241697031
4.8894472361809,2.68902895547374
4.92462311557789,2.60216472130757
4.95979899497487,2.52067751078725
4.99497487437186,2.44548301671365
5.03015075376884,2.37741474211038
5.06532663316583,2.3172148429967
5.10050251256281,2.26552600193927
5.1356783919598,2.22288442263956
5.17085427135678,2.18971402332387
5.20603015075377,2.16632189334735
5.24120603015075,2.15289506335206
5.27638190954774,2.14949862468772
5.31155778894472,2.15607521877517
5.34673366834171,2.17244590183474
5.38190954773869,2.19831237508321
5.41708542713568,2.23326055529548
5.45226130653266,2.2767654456991
5.48743718592965,2.32819725268728
5.52261306532663,2.38682867996071
5.55778894472362,2.45184331859456
5.5929648241206,2.52234503932006
5.62814070351759,2.59736828214617
5.66331658291457,2.67588912845052
5.69849246231156,2.75683703195078
5.73366834170854,2.83910707762481
5.76884422110553,2.92157263176323
5.80402010050251,3.00309824197494
5.8391959798995,3.08255264317521
5.87437185929648,3.15882172439697
5.90954773869347,3.23082131169234
5.94472361809045,3.29750962442923
5.97989949748744,3.35789926591329
6.01507537688442,3.41106861443908
6.05025125628141,3.45617248753814
6.08542713567839,3.49245196027166
6.12060301507538,3.51924322782164
6.15577889447236,3.53598541326243
6.19095477386935,3.54222723312597
6.22613065326633,3.53763244607789
6.26130653266332,3.52198402355786
6.2964824120603,3.49518699545388
6.33165829145729,3.4572699386201
6.36683417085427,3.40838509114555
6.40201005025126,3.34880709057094
6.43718592964824,3.27893034955987
6.47236180904523,3.19926509769162
6.50753768844221,3.11043213288408
6.5427135678392,3.01315634031456
6.57788944723618,2.90825905042088
6.61306532663317,2.7966493204854
6.64824120603015,2.67931423628437
6.68341708542714,2.55730834119228
6.71859296482412,2.4317423098444
6.75376884422111,2.30377099187107
6.78894472361809,2.17458095823293
6.82412060301507,2.04537768822716
6.85929648241206,1.91737253924049
6.89447236180905,1.79176964375074
6.92964824120603,1.6697528788965
6.96482412060301,1.55247305313734
7,1.44103545212153
